Timestamp,City,Country,Latitude,Longitude,Temp_C,Temp_F,FeelsLike_C,FeelsLike_F,Humidity_%,Wind_kmh,Wind_Dir,Wind_Deg,Rain_mm,UV_Index,Pressure_hPa,CloudCover_%,Visibility_km,Condition,WMO_Code
2026-07-26 03:46:08,New York,United States,40.7128,-74.006,18,64.4,19,66.2,74,6,SE,142,0.0,0,1012,0,20.9,Clear Sky,0
2026-07-26 03:46:08,London,United Kingdom,51.5074,-0.1278,19,66.2,18,64.4,79,14,WSW,242,0.0,0,1003,88,21.3,Overcast,3
2026-07-26 03:46:08,Tokyo,Japan,35.6762,139.6503,32,89.6,38,100.4,63,1,NE,56,0.0,7,1003,70,9.0,Partly Cloudy,2
2026-07-26 03:46:08,Sydney,Australia,-33.8688,151.2093,17,62.6,15,59.0,59,6,SE,145,0.0,3,1012,0,12.9,Clear Sky,0
2026-07-26 03:46:08,Dubai,UAE,25.2048,55.2708,33,91.4,37,98.6,57,11,ENE,65,0.0,2,998,0,15.3,Clear Sky,0
2026-07-26 03:46:08,Paris,France,48.8566,2.3522,17,62.6,17,62.6,81,10,W,276,0.0,0,1006,11,29.5,Mainly Clear,1
2026-07-26 03:46:08,Singapore,Singapore,1.3521,103.8198,27,80.6,32,89.6,84,13,S,171,0.0,6,1006,95,3.5,Light Showers,80
2026-07-26 03:46:08,Los Angeles,United States,34.0522,-118.2437,23,73.4,26,78.8,81,6,WSW,251,0.0,0,1002,6,16.3,Clear Sky,0
2026-07-26 03:46:08,Mumbai,India,19.076,72.8777,26,78.8,31,87.8,88,9,SSW,201,0.1,4,1006,70,4.6,Drizzle,53
2026-07-26 03:46:08,Cairo,Egypt,30.0444,31.2357,24,75.2,26,78.8,80,9,N,349,0.0,0,1007,54,30.2,Partly Cloudy,2
2026-07-26 03:46:08,Sao Paulo,Brazil,-23.5505,-46.6333,15,59.0,16,60.8,96,3,ESE,108,0.0,0,935,51,2.5,Partly Cloudy,2
2026-07-26 03:46:08,Moscow,Russia,55.7558,37.6173,15,59.0,15,59.0,86,4,N,5,0.0,1,994,100,25.2,Overcast,3
2026-07-26 06:35:00,New York,United States,40.7128,-74.006,17,62.6,18,64.4,78,5,N,351,0.0,0,1011,7,22.5,Clear Sky,0
2026-07-26 06:35:00,London,United Kingdom,51.5074,-0.1278,20,68.0,19,66.2,76,19,WSW,242,0.0,0,1002,99,18.6,Overcast,3
2026-07-26 06:35:00,Tokyo,Japan,35.6762,139.6503,32,89.6,36,96.8,54,3,NNE,18,0.0,2,1003,47,5.3,Mainly Clear,1
2026-07-26 06:35:00,Sydney,Australia,-33.8688,151.2093,15,59.0,14,57.2,74,7,SE,127,0.0,0,1013,15,46.6,Clear Sky,0
2026-07-26 06:35:00,Dubai,UAE,25.2048,55.2708,40,104.0,44,111.2,33,9,E,80,0.0,7,998,0,18.4,Clear Sky,0
2026-07-26 06:35:00,Paris,France,48.8566,2.3522,18,64.4,17,62.6,75,12,SW,234,0.0,1,1006,75,32.4,Overcast,3
2026-07-26 06:35:00,Singapore,Singapore,1.3521,103.8198,27,80.6,33,91.4,82,10,S,176,0.1,7,1004,71,2.7,Thunderstorm,95
2026-07-26 06:35:00,Los Angeles,United States,34.0522,-118.2437,22,71.6,24,75.2,79,4,S,191,0.0,0,1002,5,17.0,Clear Sky,0
2026-07-26 06:35:00,Mumbai,India,19.076,72.8777,27,80.6,32,89.6,84,8,SSW,205,0.2,8,1007,91,4.4,Drizzle,53
2026-07-26 06:35:00,Cairo,Egypt,30.0444,31.2357,26,78.8,28,82.4,64,9,N,355,0.0,4,1009,44,37.8,Partly Cloudy,2
2026-07-26 06:35:00,Moscow,Russia,55.7558,37.6173,16,60.8,16,60.8,75,7,N,357,0.0,0,993,100,33.9,Overcast,3
2026-07-26 09:11:11,New York,United States,40.7128,-74.006,16,60.8,17,62.6,86,6,NW,310,0.0,0,1011,0,15.8,Clear Sky,0
2026-07-26 09:11:11,London,United Kingdom,51.5074,-0.1278,22,71.6,21,69.8,64,18,W,268,0.0,2,1002,95,16.7,Overcast,3
2026-07-26 09:11:11,Tokyo,Japan,35.6762,139.6503,31,87.8,36,96.8,63,1,S,180,0.0,0,1003,43,5.9,Mainly Clear,1
2026-07-26 09:11:11,Sydney,Australia,-33.8688,151.2093,13,55.4,13,55.4,81,5,SE,126,0.0,0,1014,5,51.3,Clear Sky,0
2026-07-26 09:11:11,Dubai,UAE,25.2048,55.2708,39,102.2,47,116.6,53,16,NW,326,0.0,9,997,97,16.9,Overcast,3
2026-07-26 09:11:11,Paris,France,48.8566,2.3522,20,68.0,19,66.2,70,13,SW,233,0.0,1,1007,100,36.2,Overcast,3
2026-07-26 09:11:11,Singapore,Singapore,1.3521,103.8198,28,82.4,33,91.4,76,9,SSE,154,0.0,3,1003,95,7.1,Overcast,3
2026-07-26 09:11:11,Los Angeles,United States,34.0522,-118.2437,21,69.8,24,75.2,88,2,NNE,14,0.0,0,1002,10,14.4,Clear Sky,0
2026-07-26 09:11:11,Mumbai,India,19.076,72.8777,27,80.6,32,89.6,85,7,WSW,244,0.4,7,1005,95,2.7,Light Showers,80
2026-07-26 09:11:11,Cairo,Egypt,30.0444,31.2357,29,84.2,33,91.4,50,8,NNW,347,0.0,7,1008,42,40.8,Partly Cloudy,2
2026-07-26 09:11:11,Moscow,Russia,55.7558,37.6173,19,66.2,19,66.2,69,10,N,8,0.0,1,992,98,37.5,Overcast,3
2026-07-26 11:17:26,New York,United States,40.7128,-74.006,18,64.4,20,68.0,86,3,NNE,14,0.0,1,1011,0,16.0,Clear Sky,0
2026-07-26 11:17:26,London,United Kingdom,51.5074,-0.1278,24,75.2,22,71.6,47,18,WNW,293,0.0,4,1003,89,23.6,Overcast,3
2026-07-26 11:17:26,Tokyo,Japan,35.6762,139.6503,27,80.6,34,93.2,94,2,S,171,1.7,0,1004,100,2.0,Rain,63
2026-07-26 11:17:26,Sydney,Australia,-33.8688,151.2093,12,53.6,12,53.6,83,2,NE,54,0.0,0,1015,12,30.8,Clear Sky,0
2026-07-26 11:17:26,Dubai,UAE,25.2048,55.2708,38,100.4,44,111.2,50,15,NNW,329,0.0,6,996,61,16.9,Partly Cloudy,2
2026-07-26 11:17:26,Paris,France,48.8566,2.3522,22,71.6,21,69.8,62,17,WSW,249,0.0,2,1006,100,38.9,Overcast,3
2026-07-26 11:17:26,Singapore,Singapore,1.3521,103.8198,26,78.8,32,89.6,92,2,N,6,0.0,0,1004,48,7.4,Mainly Clear,1
2026-07-26 11:17:26,Los Angeles,United States,34.0522,-118.2437,20,68.0,23,73.4,92,2,W,281,0.0,0,1001,100,13.1,Overcast,3
2026-07-26 11:17:26,Mumbai,India,19.076,72.8777,26,78.8,31,87.8,86,12,WSW,257,0.2,3,1004,43,4.7,Drizzle,53
